ticket_id,ticket_text,category,priority,department,sentiment,root_cause,resolution_steps,ticket_status,created_at,resolved_at,recommended_action
TKT-1216,"Webcam quality is very poor, can't be seen in client meetings. I have a workaround but it's slowing me down. Please help ASAP!",Hardware,Medium,Desktop Support,Urgent,Battery cell degradation beyond 80% wear level,Opened laptop chassis and reseated display cable. Tested with external monitor to confirm fix. Flickering resolved.,Closed,25-04-2026 01:50,25-04-2026 04:06,Queue for Desktop Support — Standard SLA (8 hours)
TKT-4281,"Important: Someone is sending emails from my account without my knowledge. Great job on the last fix, hoping for the same this time.",Security,High,Security Team,Positive,Workstation infected with cryptominer via drive-by download,Isolated laptop from network. Ran full malware scan and removed trojan. Re-imaged machine. Restored data from backup.,Closed,24-04-2026 00:26,24-04-2026 02:45,Assign to Security Team — Target 2-hour resolution
TKT-3084,"Email signature is not appearing when sending from mobile. Just curious about this, no hurry.",Email/Communication,Low,Collaboration Team,Neutral,Distribution list creation requires Exchange admin privileges,Updated mobile Outlook app to latest version. Configured signature in app settings. Signature now appears.,Closed,31-05-2026 08:44,01-06-2026 20:36,Queue for Collaboration Team — Respond within 24 hours
TKT-4068,Need to update firewall rules to block known malicious IPs. It's causing some inconvenience but I can manage for now. Can't wait any longer!,Security,Medium,Security Team,Urgent,Phishing email bypassed spam filter due to spoofed domain,Added web app to vulnerability scanner scope. Ran initial scan. Found 3 medium-risk issues — remediation tickets created.,Closed,23-05-2026 05:00,23-05-2026 14:02,Queue for Security Team — Standard SLA (8 hours)
TKT-1540,"Browser-based ERP tool is incompatible with Chrome 120. All users are affected, total outage! Terrible experience, I expect better from our IT team.",Software/Application,Critical,Application Support,Frustrated,Zoom GPU acceleration conflicting with integrated graphics driver,Updated license server IP in Adobe config. Reactivated license. PDF editing functionality restored.,Closed,25-03-2026 06:39,25-03-2026 08:04,IMMEDIATE ESCALATION to Application Support — Page on-call engineer
TKT-1928,"My account got disabled, I am unable to login since morning. Please look into this when you get a chance.",Account/Access,Medium,IAM Team,Neutral,SMTP relay for password reset emails blocked by spam filter,Corrected termination date in HR system. Re-enabled AD account. Verified all group memberships restored.,Closed,30-03-2026 01:28,30-03-2026 09:14,Queue for IAM Team — Standard SLA (8 hours)
TKT-2205,"MFA is not working, not receiving OTP on my phone. Can't do any work until this is resolved. This has been going on for days and nobody has helped!",Account/Access,High,IAM Team,Frustrated,SAML assertion attribute mapping mismatch after IdP update,"Unlocked account in Active Directory. Reset password. Advised user on password policy (12+ chars, no reuse).",Closed,03-05-2026 01:05,03-05-2026 03:59,Priority escalation to IAM Team — Assign senior engineer
TKT-2087,"Need to set up VPN credentials for a new contractor. This is just a general question. Just a small request, you guys are doing great work!",Account/Access,Low,IAM Team,Positive,Investigation in progress,Pending — ticket assigned to engineer,Open,04-04-2026 22:46,,Queue for IAM Team — Respond within 24 hours with appreciation
TKT-2423,"Need API keys generated for our new microservice. Just curious about this, no hurry.",Account/Access,Low,IAM Team,Neutral,MFA token seed desynchronized after phone factory reset,Corrected termination date in HR system. Re-enabled AD account. Verified all group memberships restored.,Closed,26-03-2026 04:55,27-03-2026 20:08,Queue for IAM Team — Respond within 24 hours
TKT-1704,The CRM application is showing error 500 on login. Not super urgent but affecting my productivity.,Software/Application,Medium,Application Support,Frustrated,UAC policy blocking .exe installation from non-approved sources,Restarted CRM application server and increased DB connection pool from 50 to 150. Login working normally.,Closed,13-05-2026 08:04,13-05-2026 12:44,"Assign to Application Support — Follow up with user, target 4-hour resolution"
TKT-4399,"General inquiry about upcoming system maintenance schedule. Not urgent at all, just planning ahead. Thanks in advance.",General IT,Low,Service Desk,Neutral,BYOD policy document not easily discoverable on intranet,Created folder structure guide for the shared drive. Mapped network drive on user's laptop.,Closed,17-03-2026 08:45,18-03-2026 07:34,Queue for Service Desk — Respond within 24 hours
TKT-0047,Our team's VLAN seems misconfigured after the weekend changes. I have a workaround but it's slowing me down.,Network/VPN,Medium,Infra Team,Neutral,Expired SSL certificate on VPN concentrator,Rolled back routing table to last known good configuration. Verified all routes with traceroute.,Closed,19-03-2026 00:11,19-03-2026 10:29,Queue for Infra Team — Standard SLA (8 hours)
TKT-0183,"Firewall is blocking access to our client's portal, need urgent fix. Please look into this when you get a chance.",Network/VPN,Medium,Infra Team,Neutral,Routing table corruption after configuration push,Rolled back routing table to last known good configuration. Verified all routes with traceroute.,Closed,02-06-2026 07:38,02-06-2026 09:45,Queue for Infra Team — Standard SLA (8 hours)
TKT-0413,"Wi-Fi password changed and nobody was informed, can't connect. Deadline is today, really need help.",Network/VPN,High,Infra Team,Neutral,VPN gateway overloaded due to high concurrent connections,Updated firewall ACL rules to allow traffic on ports 443 and 8443. Tested with curl and browser.,Closed,27-04-2026 01:42,27-04-2026 02:42,Assign to Infra Team — Target 2-hour resolution
TKT-2669,Need new email alias for the rebranded department name. It's causing some inconvenience but I can manage for now. Love how efficient the IT team has been lately!,Email/Communication,Medium,Collaboration Team,Positive,Exchange ActiveSync profile corrupted on the device,Removed and re-added Exchange account in Outlook. Rebuilt OST file. Email syncing normally now.,Closed,23-04-2026 23:04,24-04-2026 02:01,Queue for Collaboration Team — Standard SLA (8 hours)
TKT-3886,Data breach suspected — customer data may have been leaked. Need this fixed within the hour.,Security,High,Security Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,26-04-2026 07:06,,Assign to Security Team — Target 2-hour resolution
TKT-3601,"Production database is running extremely slow since morning. No rush, whenever you get a chance. This is unacceptable, I can't believe this is still broken.",Database,Low,DBA Team,Frustrated,Unoptimized query with multiple nested subqueries and no limit clause,"Added composite index on (customer_id, created_at). Query time reduced from 45s to 0.3s. Monitored for 1 hour.",Closed,11-05-2026 01:03,12-05-2026 09:33,Queue for DBA Team — Respond within 24 hours
TKT-0777,"Keyboard stopped working suddenly, need a replacement. It's causing some inconvenience but I can manage for now.",Hardware,Medium,Desktop Support,Neutral,Paper feed roller worn out from extensive use,Cleaned paper feed rollers and replaced worn pickup roller assembly. Ran 50-page test print successfully.,Closed,07-04-2026 23:53,08-04-2026 06:49,Queue for Desktop Support — Standard SLA (8 hours)
TKT-2259,Need to revoke access for an employee who left last week. I have a workaround but it's slowing me down. Let me know if you need more info.,Account/Access,Medium,IAM Team,Neutral,Active Directory replication delay between domain controllers,Updated SAML attribute mapping in IdP configuration. Tested SSO flow. Salesforce login working.,Reopened,08-03-2026 03:37,08-03-2026 12:24,Queue for IAM Team — Standard SLA (8 hours)
TKT-1343,"JIRA is extremely slow, taking 30+ seconds to load each page. I have a workaround but it's slowing me down.",Software/Application,Medium,Application Support,Neutral,HR portal backend server running at 98% CPU utilization,Updated SAP GUI to patch 5 which fixes the memory leak. Cleared SAP cache. Tested report generation successfully.,Reopened,07-04-2026 02:23,07-04-2026 06:40,Queue for Application Support — Standard SLA (8 hours)
TKT-1001,"ASAP: My laptop screen is flickering badly, can't work at all.",Hardware,High,Desktop Support,Neutral,Audio driver conflict with recent Windows update,Tested USB ports — rear port functional. Replaced wireless receiver. Updated mouse firmware to v2.1.,Closed,04-04-2026 05:23,04-04-2026 06:41,Assign to Desktop Support — Target 2-hour resolution
TKT-3968,"Need to update firewall rules to block known malicious IPs. Low priority, can wait until next week. Let me know if you need more info.",Security,Low,Security Team,Neutral,SSL certificate auto-renewal job failed due to DNS validation error,Fixed DNS TXT record for domain validation. Renewed SSL cert manually. Configured cert-manager for auto-renewal.,Closed,16-05-2026 05:32,16-05-2026 17:21,Queue for Security Team — Respond within 24 hours
TKT-1966,"My two-factor authentication app was reset, need to re-enroll. Would appreciate if this could be fixed today.",Account/Access,Medium,IAM Team,Neutral,Account lockout policy triggered after 5 failed login attempts,Re-enrolled user's MFA device. Generated new QR code. Verified 2FA working with test login.,Closed,27-03-2026 01:27,27-03-2026 03:53,Queue for IAM Team — Standard SLA (8 hours)
TKT-1493,"JIRA is extremely slow, taking 30+ seconds to load each page. This needs IMMEDIATE attention! This is extremely urgent!",Software/Application,Critical,Application Support,Urgent,Memory leak in SAP GUI client version 7.70 patch 4,"Identified runaway background job on HR portal server. Killed process, added resource limits. Load normalized.",Reopened,29-05-2026 06:53,29-05-2026 07:42,IMMEDIATE ESCALATION to Application Support — Page on-call engineer
TKT-1616,Salesforce integration is broken after the latest API update. Please look into this when you get a chance. This has been going on for days and nobody has helped!,Software/Application,Medium,Application Support,Frustrated,Group policy restricting software installation for standard users,Disabled hardware acceleration in Zoom settings. Updated GPU driver to latest version. Screen sharing stable.,Closed,24-05-2026 00:04,24-05-2026 04:39,"Assign to Application Support — Follow up with user, target 4-hour resolution"
TKT-4944,Need a tutorial on using the company's video conferencing tool. Not super urgent but affecting my productivity. Thanks for always being so helpful!,General IT,Medium,Service Desk,Positive,Time tracking system user guide not updated after recent upgrade,Provided USB-C to HDMI adapter. Connected to projector. Configured display to extend mode. Working.,Closed,21-05-2026 00:52,21-05-2026 04:31,Queue for Service Desk — Standard SLA (8 hours)
